timestamp,speed_input,speed_output,filesize_input,filesize_output
2088,51.5 rd,47.9 wr,"in(64.7, 348.1)",out(384.0)
2089,87.6 rd,86.4 wr,"in(62.0, 230.8)",out(288.8)
2090,34.5 rd,31.5 wr,"in(64.8, 230.2)",out(269.1)
2091,36.9 rd,33.9 wr,"in(64.8, 259.0)",out(297.1)
2092,65.1 rd,64.6 wr,"in(30.3, 126.8)",out(155.9)
2093,45.3 rd,42.2 wr,"in(64.8, 346.6)",out(383.0)
2094,88.7 rd,87.8 wr,"in(64.7, 257.7)",out(318.9)
2095,41.4 rd,38.4 wr,"in(64.8, 325.7)",out(362.8)
2098,33.3 rd,30.7 wr,"in(64.8, 299.0)",out(335.1)
2100,26.3 rd,24.0 wr,"in(64.8, 259.0)",out(295.6)
2101,116.0 rd,115.2 wr,"in(0.0, 430.5)",out(427.3)
2103,104.5 rd,103.6 wr,"in(64.8, 401.2)",out(461.9)
2105,68.5 rd,67.8 wr,"in(25.7, 113.5)",out(137.7)
2106,29.9 rd,28.0 wr,"in(67.3, 351.3)",out(391.3)
2113,96.7 rd,95.8 wr,"in(64.8, 388.2)",out(448.5)
2119,27.1 rd,25.1 wr,"in(64.8, 317.6)",out(354.7)
2120,106.7 rd,105.3 wr,"in(64.8, 288.8)",out(348.8)
2124,168.3 rd,166.7 wr,"in(64.8, 326.1)",out(387.0)
2129,70.9 rd,65.3 wr,"in(8.2, 35.4)",out(40.2)
2132,69.6 rd,65.2 wr,"in(34.9, 205.9)",out(225.7)
2133,136.3 rd,135.1 wr,"in(696.3, 323.9)",out(1010.8)
2134,47.7 rd,44.4 wr,"in(41.0, 232.2)",out(254.6)
2135,36.7 rd,34.1 wr,"in(38.4, 200.2)",out(221.4)
2136,44.7 rd,40.6 wr,"in(64.8, 227.0)",out(264.8)
2137,114.3 rd,111.8 wr,"in(64.8, 80.6)",out(142.2)
2138,106.6 rd,105.0 wr,"in(64.8, 142.8)",out(204.5)
2139,32.6 rd,29.8 wr,"in(64.8, 259.0)",out(296.3)
2140,61.4 rd,60.7 wr,"in(64.8, 147.8)",out(210.0)
2141,57.1 rd,56.1 wr,"in(64.8, 77.5)",out(139.7)
2142,78.4 rd,77.6 wr,"in(64.8, 220.6)",out(282.4)
2143,34.9 rd,32.1 wr,"in(64.8, 300.2)",out(336.1)
2146,65.5 rd,64.8 wr,"in(44.2, 178.2)",out(220.0)
2150,30.9 rd,28.7 wr,"in(64.8, 320.1)",out(357.1)
2151,27.4 rd,25.3 wr,"in(64.8, 323.8)",out(359.2)
2152,60.4 rd,59.6 wr,"in(64.8, 203.8)",out(265.3)
2153,96.7 rd,96.0 wr,"in(0.0, 430.4)",out(427.3)
2155,66.4 rd,65.7 wr,"in(28.3, 129.5)",out(156.1)
2156,62.6 rd,61.9 wr,"in(64.8, 264.1)",out(324.8)
2158,67.2 rd,66.5 wr,"in(64.8, 294.0)",out(354.9)
2159,29.9 rd,28.1 wr,"in(64.8, 415.4)",out(451.2)
2160,26.2 rd,24.5 wr,"in(64.8, 384.2)",out(419.2)
2161,92.7 rd,91.6 wr,"in(64.8, 334.0)",out(394.0)
2168,25.2 rd,23.5 wr,"in(64.8, 388.5)",out(423.8)
2169,33.9 rd,31.9 wr,"in(64.8, 427.9)",out(463.3)
2181,31.8 rd,29.6 wr,"in(12.8, 65.4)",out(73.1)
2182,53.5 rd,49.6 wr,"in(36.5, 194.3)",out(213.9)
2183,43.1 rd,39.8 wr,"in(31.6, 156.5)",out(173.8)
2184,49.4 rd,44.5 wr,"in(64.8, 212.5)",out(249.7)
2186,42.0 rd,39.2 wr,"in(51.5, 307.4)",out(334.7)
2187,44.8 rd,41.8 wr,"in(64.8, 388.5)",out(422.9)
2188,61.8 rd,57.7 wr,"in(64.8, 372.2)",out(408.4)
2192,34.5 rd,32.3 wr,"in(64.8, 388.5)",out(423.6)
2193,125.9 rd,125.5 wr,"in(0.0, 215.2)",out(214.4)
2194,28.6 rd,26.7 wr,"in(39.4, 238.6)",out(260.1)
2195,29.3 rd,26.7 wr,"in(64.8, 247.9)",out(284.9)
2196,50.6 rd,47.6 wr,"in(64.7, 417.0)",out(453.0)
2197,28.4 rd,26.6 wr,"in(44.4, 270.3)",out(294.3)
2198,92.9 rd,91.9 wr,"in(803.9, 290.5)",out(1082.7)
2199,35.5 rd,33.0 wr,"in(64.8, 355.1)",out(389.7)
2201,35.3 rd,32.9 wr,"in(64.8, 373.5)",out(408.6)
2204,36.1 rd,33.7 wr,"in(64.8, 388.5)",out(422.9)
2206,56.2 rd,52.8 wr,"in(64.8, 422.7)",out(457.5)
2221,265.4 rd,262.2 wr,"in(64.8, 50.4)",out(113.8)
2222,272.5 rd,270.1 wr,"in(19.2, 25.7)",out(44.5)
2224,270.0 rd,266.3 wr,"in(64.8, 129.5)",out(191.6)
2225,130.9 rd,129.6 wr,"in(64.8, 126.9)",out(189.8)
2227,165.8 rd,164.7 wr,"in(0.0, 376.7)",out(374.2)
2228,60.8 rd,59.3 wr,"in(64.8, 129.5)",out(189.6)
2229,60.1 rd,59.1 wr,"in(64.8, 129.5)",out(191.0)
2230,58.7 rd,57.9 wr,"in(58.0, 129.5)",out(185.0)
2231,67.5 rd,66.9 wr,"in(64.8, 178.5)",out(240.9)
2232,76.3 rd,75.6 wr,"in(64.8, 210.0)",out(272.3)
2233,117.3 rd,115.1 wr,"in(64.8, 178.9)",out(239.3)
2242,81.5 rd,80.6 wr,"in(64.8, 291.1)",out(351.7)
2254,34.4 rd,31.0 wr,"in(37.4, 129.5)",out(150.5)
2257,53.0 rd,48.3 wr,"in(64.8, 259.0)",out(295.4)
2258,45.1 rd,41.3 wr,"in(46.3, 199.5)",out(225.3)
2259,113.2 rd,112.8 wr,"in(0.0, 215.2)",out(214.4)
2260,53.0 rd,49.2 wr,"in(64.8, 356.0)",out(391.0)
2262,46.4 rd,43.0 wr,"in(64.8, 312.5)",out(350.2)
2263,36.5 rd,34.1 wr,"in(64.8, 286.4)",out(327.6)
2264,33.4 rd,30.6 wr,"in(61.5, 273.7)",out(307.1)
2265,33.9 rd,31.1 wr,"in(64.8, 299.5)",out(333.9)
2266,41.7 rd,39.0 wr,"in(64.8, 390.4)",out(425.3)
2267,104.8 rd,103.7 wr,"in(750.0, 422.5)",out(1160.4)
2268,37.6 rd,35.0 wr,"in(64.8, 359.8)",out(395.1)
2273,38.5 rd,35.9 wr,"in(64.8, 374.2)",out(408.5)
2290,39.2 rd,38.8 wr,"in(17.9, 44.5)",out(61.7)
2291,89.5 rd,88.7 wr,"in(64.7, 94.1)",out(157.4)
2292,47.9 rd,47.2 wr,"in(64.8, 64.8)",out(127.6)
2293,136.2 rd,135.6 wr,"in(0.0, 269.0)",out(267.8)
2294,53.5 rd,52.4 wr,"in(55.9, 129.5)",out(181.7)
2295,63.1 rd,62.2 wr,"in(50.3, 129.5)",out(177.2)
2296,52.9 rd,52.0 wr,"in(64.8, 129.5)",out(191.0)
2297,46.9 rd,46.1 wr,"in(64.8, 107.5)",out(169.4)
2298,52.9 rd,52.1 wr,"in(64.8, 129.5)",out(191.5)
2301,68.0 rd,67.4 wr,"in(64.8, 226.0)",out(288.0)
2306,80.4 rd,79.6 wr,"in(64.8, 304.0)",out(364.9)
2316,223.9 rd,221.0 wr,"in(64.8, 204.8)",out(266.1)
2322,110.9 rd,100.1 wr,"in(27.9, 91.9)",out(108.2)
2323,26.9 rd,24.3 wr,"in(16.8, 64.8)",out(73.8)
2324,68.5 rd,64.1 wr,"in(47.7, 287.8)",out(314.1)
2325,79.3 rd,79.0 wr,"in(0.0, 215.2)",out(214.4)
2326,37.2 rd,34.6 wr,"in(52.2, 296.9)",out(325.1)
2327,48.1 rd,44.9 wr,"in(64.8, 386.2)",out(421.2)
2330,134.2 rd,132.8 wr,"in(643.6, 518.2)",out(1150.2)
2331,34.7 rd,32.1 wr,"in(64.8, 333.6)",out(368.6)
2332,38.7 rd,36.1 wr,"in(64.8, 386.5)",out(421.3)
2333,31.3 rd,28.7 wr,"in(64.8, 306.1)",out(340.4)
2334,61.4 rd,60.4 wr,"in(64.8, 126.7)",out(188.1)
2335,52.8 rd,52.0 wr,"in(64.7, 104.7)",out(166.8)
2340,52.8 rd,52.0 wr,"in(64.8, 111.4)",out(173.4)
2346,35.5 rd,33.2 wr,"in(60.1, 374.6)",out(406.9)
2347,64.7 rd,63.7 wr,"in(64.8, 185.1)",out(246.1)
2348,52.4 rd,51.3 wr,"in(64.8, 139.7)",out(200.3)
2349,49.8 rd,49.1 wr,"in(64.8, 129.5)",out(191.8)
2350,26.0 rd,23.9 wr,"in(64.8, 285.3)",out(321.6)
2351,60.2 rd,59.7 wr,"in(64.8, 170.7)",out(233.3)
2353,141.4 rd,140.7 wr,"in(0.0, 269.0)",out(267.8)
2355,66.9 rd,66.0 wr,"in(68.8, 246.6)",out(311.3)
2360,51.0 rd,50.7 wr,"in(64.7, 129.5)",out(193.1)
2361,28.9 rd,27.1 wr,"in(64.8, 407.1)",out(441.6)
2363,52.5 rd,52.1 wr,"in(64.8, 129.5)",out(193.0)
2365,77.1 rd,76.3 wr,"in(64.8, 237.7)",out(299.0)
2372,65.6 rd,64.9 wr,"in(64.8, 231.6)",out(293.1)
2373,75.6 rd,75.0 wr,"in(45.1, 255.2)",out(298.0)
2374,77.8 rd,77.1 wr,"in(64.8, 251.0)",out(312.8)
2393,131.7 rd,126.3 wr,"in(63.6, 252.4)",out(303.0)
2394,69.6 rd,63.9 wr,"in(47.7, 221.4)",out(247.1)
2395,67.2 rd,61.1 wr,"in(64.8, 259.0)",out(294.5)
2396,110.7 rd,105.7 wr,"in(64.8, 388.5)",out(433.1)
2399,31.0 rd,28.8 wr,"in(34.4, 194.3)",out(212.4)
2400,34.6 rd,31.3 wr,"in(64.8, 259.0)",out(293.6)
2401,113.8 rd,113.4 wr,"in(0.0, 215.2)",out(214.4)
2402,31.8 rd,29.3 wr,"in(51.1, 259.0)",out(285.3)
2403,95.8 rd,94.9 wr,"in(697.4, 259.1)",out(947.1)
2404,35.7 rd,33.1 wr,"in(65.7, 364.1)",out(398.9)
2405,73.5 rd,72.8 wr,"in(31.6, 134.1)",out(163.9)
2406,79.6 rd,77.8 wr,"in(64.8, 129.5)",out(189.9)
2408,27.2 rd,25.4 wr,"in(33.9, 217.5)",out(235.6)
2410,82.4 rd,81.3 wr,"in(64.8, 194.3)",out(255.3)
2411,67.5 rd,66.7 wr,"in(64.8, 263.7)",out(324.6)
2415,64.3 rd,63.6 wr,"in(37.4, 126.1)",out(161.8)
2416,27.8 rd,26.0 wr,"in(61.5, 368.1)",out(401.6)
2423,78.4 rd,77.7 wr,"in(64.8, 125.2)",out(188.1)
2424,28.4 rd,26.5 wr,"in(64.8, 388.5)",out(423.1)
2425,39.2 rd,38.6 wr,"in(64.8, 117.1)",out(178.9)
2426,92.8 rd,92.4 wr,"in(0.0, 269.0)",out(267.8)
2428,23.7 rd,22.0 wr,"in(64.8, 361.6)",out(395.4)
2429,26.6 rd,24.7 wr,"in(64.8, 367.8)",out(401.3)
2433,63.0 rd,62.3 wr,"in(64.8, 312.8)",out(373.7)
2435,62.0 rd,61.5 wr,"in(64.7, 134.2)",out(197.4)
2436,66.3 rd,65.7 wr,"in(36.2, 117.0)",out(151.6)
2438,65.5 rd,64.9 wr,"in(64.8, 294.3)",out(355.9)
2440,24.1 rd,22.4 wr,"in(64.8, 388.5)",out(421.6)
2445,41.0 rd,38.4 wr,"in(64.8, 417.9)",out(452.1)
2454,110.9 rd,102.2 wr,"in(32.3, 152.9)",out(170.8)
2456,99.9 rd,91.1 wr,"in(49.4, 194.3)",out(222.1)
2457,106.1 rd,96.0 wr,"in(64.8, 237.5)",out(273.5)
2458,121.0 rd,111.2 wr,"in(64.8, 318.4)",out(352.3)
2463,79.4 rd,73.4 wr,"in(64.8, 343.8)",out(377.5)
2464,67.1 rd,62.4 wr,"in(64.8, 388.5)",out(421.5)
2465,188.0 rd,187.3 wr,"in(0.0, 215.2)",out(214.4)
2466,51.2 rd,47.2 wr,"in(64.8, 331.0)",out(364.8)
2467,57.9 rd,54.0 wr,"in(64.8, 395.4)",out(428.6)
2468,142.0 rd,140.4 wr,"in(805.1, 323.8)",out(1115.5)
2473,56.2 rd,52.2 wr,"in(64.8, 388.5)",out(420.9)
2486,243.0 rd,239.0 wr,"in(64.8, 91.4)",out(153.6)
2487,246.1 rd,243.6 wr,"in(64.8, 129.5)",out(192.4)
2489,265.6 rd,262.1 wr,"in(64.8, 129.5)",out(191.8)
2490,240.4 rd,236.7 wr,"in(64.8, 129.5)",out(191.3)
2492,241.2 rd,238.9 wr,"in(64.8, 132.7)",out(195.6)
2494,175.1 rd,174.2 wr,"in(0.0, 269.0)",out(267.8)
2495,88.0 rd,86.9 wr,"in(38.8, 151.6)",out(188.1)
2496,70.3 rd,69.6 wr,"in(64.8, 164.4)",out(226.8)
2497,69.7 rd,68.9 wr,"in(64.8, 188.1)",out(250.0)
2498,76.8 rd,76.0 wr,"in(64.8, 259.1)",out(320.4)
2499,69.8 rd,68.8 wr,"in(64.7, 231.4)",out(292.0)
2500,89.9 rd,88.9 wr,"in(64.8, 316.8)",out(377.3)
2501,75.2 rd,74.3 wr,"in(64.7, 255.1)",out(315.8)
2520,29.1 rd,27.4 wr,"in(37.0, 83.1)",out(113.3)
2521,39.5 rd,36.7 wr,"in(29.5, 163.9)",out(179.3)
2522,70.6 rd,69.0 wr,"in(64.8, 323.8)",out(379.6)
2523,47.1 rd,42.8 wr,"in(64.8, 269.5)",out(303.8)
2524,53.8 rd,49.8 wr,"in(64.8, 361.1)",out(394.2)
2525,72.2 rd,70.9 wr,"in(24.1, 129.5)",out(150.8)
2526,55.0 rd,51.2 wr,"in(64.8, 388.2)",out(421.1)
2527,127.7 rd,127.3 wr,"in(0.0, 215.2)",out(214.4)
2528,31.0 rd,28.3 wr,"in(58.6, 268.8)",out(298.8)
2531,34.4 rd,31.6 wr,"in(64.8, 323.8)",out(357.3)
2532,30.7 rd,28.2 wr,"in(48.2, 253.5)",out(277.6)
2533,91.5 rd,90.6 wr,"in(697.4, 299.4)",out(986.8)
2536,31.4 rd,29.2 wr,"in(38.4, 230.8)",out(250.1)
2537,31.1 rd,29.0 wr,"in(64.8, 380.1)",out(414.9)
2539,31.1 rd,28.5 wr,"in(64.8, 324.3)",out(357.3)
2541,43.7 rd,42.8 wr,"in(35.1, 87.9)",out(120.3)
2542,48.1 rd,47.6 wr,"in(27.4, 129.5)",out(155.4)
2553,44.2 rd,43.5 wr,"in(64.8, 129.5)",out(191.1)
2554,44.2 rd,43.5 wr,"in(64.8, 129.5)",out(191.1)
2555,174.1 rd,173.3 wr,"in(0.0, 269.0)",out(267.8)
2556,49.5 rd,48.9 wr,"in(64.8, 197.8)",out(259.6)
2557,61.5 rd,61.2 wr,"in(64.8, 126.5)",out(190.2)
2558,52.8 rd,52.2 wr,"in(64.8, 250.0)",out(311.3)
2559,53.6 rd,53.1 wr,"in(64.7, 254.5)",out(316.2)
2560,55.5 rd,54.8 wr,"in(64.8, 267.6)",out(328.6)
2563,34.5 rd,32.3 wr,"in(64.8, 404.4)",out(438.7)
2564,37.1 rd,34.4 wr,"in(64.8, 368.6)",out(401.2)
2577,168.6 rd,161.7 wr,"in(22.0, 97.6)",out(114.7)
2578,153.8 rd,141.9 wr,"in(38.9, 193.1)",out(214.1)
2579,163.3 rd,149.1 wr,"in(64.8, 288.1)",out(322.0)
2583,198.8 rd,198.1 wr,"in(0.0, 215.2)",out(214.4)
2586,165.0 rd,163.3 wr,"in(697.4, 470.9)",out(1155.8)
2587,66.9 rd,62.4 wr,"in(66.0, 414.2)",out(447.6)
2588,43.0 rd,42.6 wr,"in(64.7, 64.7)",out(128.1)
2589,43.0 rd,42.2 wr,"in(64.8, 64.8)",out(127.1)
2590,51.7 rd,47.8 wr,"in(64.8, 359.2)",out(391.7)
2593,45.9 rd,44.9 wr,"in(64.8, 129.5)",out(190.3)
2596,46.0 rd,45.5 wr,"in(64.8, 129.5)",out(192.0)
2597,43.6 rd,40.2 wr,"in(64.8, 353.1)",out(385.9)
2598,43.5 rd,40.2 wr,"in(64.8, 362.8)",out(395.1)
2599,47.4 rd,46.9 wr,"in(64.8, 194.3)",out(256.8)
2600,45.8 rd,45.1 wr,"in(64.8, 186.2)",out(247.0)
2601,42.6 rd,39.5 wr,"in(64.8, 388.5)",out(420.2)
2602,50.6 rd,49.8 wr,"in(64.8, 217.2)",out(277.6)
2605,56.2 rd,55.4 wr,"in(64.8, 119.2)",out(181.3)
2606,56.5 rd,55.9 wr,"in(27.1, 155.4)",out(180.6)
2612,77.3 rd,76.4 wr,"in(64.8, 97.6)",out(160.6)
2613,113.6 rd,112.4 wr,"in(64.7, 226.6)",out(288.4)
2615,116.1 rd,115.1 wr,"in(64.8, 259.6)",out(321.4)
2617,90.8 rd,89.7 wr,"in(64.8, 389.3)",out(448.9)
2628,190.2 rd,189.1 wr,"in(0.0, 322.9)",out(321.0)
2629,113.6 rd,112.5 wr,"in(64.8, 213.9)",out(276.0)
2630,112.0 rd,111.0 wr,"in(64.7, 246.5)",out(308.6)
2637,62.2 rd,58.9 wr,"in(64.8, 194.3)",out(245.3)
2638,41.4 rd,38.7 wr,"in(35.0, 194.3)",out(214.3)
2639,40.9 rd,37.4 wr,"in(49.6, 247.3)",out(272.1)
2640,106.1 rd,105.2 wr,"in(643.1, 222.0)",out(858.1)
2641,37.3 rd,33.7 wr,"in(61.1, 259.0)",out(289.5)
2642,82.0 rd,80.7 wr,"in(64.8, 129.6)",out(191.2)
2643,32.9 rd,29.9 wr,"in(64.8, 294.1)",out(326.5)
2644,88.6 rd,88.2 wr,"in(0.0, 269.0)",out(267.7)
2645,41.1 rd,38.2 wr,"in(64.8, 384.0)",out(416.1)
2646,51.9 rd,49.1 wr,"in(64.8, 293.8)",out(338.9)
2648,31.4 rd,29.2 wr,"in(51.8, 313.6)",out(340.1)
2649,32.6 rd,30.1 wr,"in(56.7, 323.8)",out(351.5)
2653,33.4 rd,30.9 wr,"in(60.8, 343.6)",out(373.4)
2654,31.4 rd,28.8 wr,"in(68.0, 324.9)",out(359.6)
2657,31.4 rd,28.8 wr,"in(64.8, 328.0)",out(360.4)
2658,65.2 rd,64.4 wr,"in(64.8, 191.1)",out(253.0)
2659,107.9 rd,107.2 wr,"in(64.8, 129.5)",out(193.1)
2662,98.2 rd,96.8 wr,"in(64.8, 253.3)",out(313.5)
2663,106.1 rd,105.1 wr,"in(64.8, 277.6)",out(339.1)
2664,100.1 rd,99.2 wr,"in(64.8, 259.0)",out(320.9)
2665,115.5 rd,114.3 wr,"in(64.8, 320.6)",out(381.5)
2666,50.2 rd,46.5 wr,"in(64.8, 395.1)",out(426.4)
2674,28.1 rd,26.1 wr,"in(11.2, 64.8)",out(70.6)
2677,81.6 rd,79.9 wr,"in(64.8, 244.2)",out(302.3)
2678,55.6 rd,51.1 wr,"in(47.5, 240.1)",out(264.1)
2679,31.8 rd,29.4 wr,"in(27.5, 155.9)",out(169.3)
2680,51.6 rd,48.2 wr,"in(38.6, 259.0)",out(277.9)
2681,87.3 rd,87.0 wr,"in(0.0, 215.2)",out(214.4)
2682,122.8 rd,121.7 wr,"in(536.8, 404.7)",out(933.1)
2683,56.6 rd,55.7 wr,"in(34.9, 115.9)",out(148.4)
2684,68.4 rd,67.4 wr,"in(64.7, 160.6)",out(222.1)
2685,60.1 rd,59.2 wr,"in(64.8, 156.9)",out(218.6)
2686,69.9 rd,69.0 wr,"in(64.8, 193.2)",out(254.7)
2687,74.6 rd,74.0 wr,"in(64.8, 232.6)",out(295.2)
2690,45.1 rd,41.9 wr,"in(64.8, 398.9)",out(430.7)
2695,83.9 rd,83.2 wr,"in(64.8, 358.2)",out(419.6)
2696,109.8 rd,108.6 wr,"in(64.8, 211.4)",out(273.4)
2697,32.1 rd,29.5 wr,"in(64.8, 326.5)",out(358.6)
2698,30.8 rd,28.4 wr,"in(64.8, 359.0)",out(391.5)
2699,75.1 rd,74.3 wr,"in(64.8, 194.3)",out(256.0)
2700,35.3 rd,33.0 wr,"in(64.8, 425.8)",out(458.9)
2705,114.7 rd,114.1 wr,"in(0.0, 269.0)",out(267.8)
2710,28.6 rd,26.5 wr,"in(64.8, 360.5)",out(392.9)
2715,101.7 rd,100.4 wr,"in(64.8, 206.8)",out(268.0)
2717,30.3 rd,28.1 wr,"in(64.8, 388.5)",out(419.8)
2719,103.9 rd,102.7 wr,"in(64.8, 226.3)",out(287.8)
2720,126.1 rd,124.6 wr,"in(64.8, 349.5)",out(409.4)
2727,73.5 rd,71.8 wr,"in(64.8, 163.8)",out(223.5)
2730,129.2 rd,128.0 wr,"in(643.6, 250.4)",out(886.0)
2731,111.0 rd,110.6 wr,"in(0.0, 215.2)",out(214.4)
2732,174.0 rd,172.4 wr,"in(64.8, 11.8)",out(75.9)
2733,155.9 rd,155.8 wr,"in(64.8, 64.8)",out(129.4)
2734,84.1 rd,83.0 wr,"in(64.8, 99.7)",out(162.4)
2735,76.1 rd,75.3 wr,"in(64.8, 275.2)",out(336.6)
2736,86.8 rd,85.9 wr,"in(64.8, 348.1)",out(408.6)
2737,38.0 rd,35.2 wr,"in(64.8, 388.5)",out(419.6)
2738,126.0 rd,125.4 wr,"in(0.0, 269.0)",out(267.8)
2739,40.8 rd,38.0 wr,"in(64.8, 425.8)",out(456.5)
2742,90.0 rd,89.1 wr,"in(64.8, 384.6)",out(445.0)
2744,35.9 rd,31.6 wr,"in(64.8, 377.2)",out(388.5)
2745,36.6 rd,31.6 wr,"in(64.8, 385.3)",out(388.5)
2746,36.4 rd,26.3 wr,"in(64.8, 383.2)",out(323.8)
2748,2314.6 rd,0.0 wr,"in(64.8, 355.2)",out(0.0)
2749,36.8 rd,26.3 wr,"in(64.8, 388.5)",out(323.8)
2751,2559.1 rd,0.0 wr,"in(64.8, 403.0)",out(0.0)
2755,38.0 rd,26.3 wr,"in(64.8, 402.9)",out(323.8)
2760,35.4 rd,26.3 wr,"in(64.8, 371.2)",out(323.8)
2765,34.9 rd,26.3 wr,"in(64.8, 365.1)",out(323.8)
2766,255.7 rd,151.9 wr,"in(17.6, 91.5)",out(64.8)
2767,1279.0 rd,172.7 wr,"in(64.8, 414.9)",out(64.8)
2768,1066.6 rd,169.1 wr,"in(64.8, 343.6)",out(64.8)
